Positions
 Time	Position	Symbol	Type	Volume	Price	S / L	T / P	Time	Price	Commission	Swap	Profit	
 2026.04.06 22:32:17	152000023176	EURUSD	sell	0.01	 1.15299			2026.04.07 02:58:09	 1.15349	0.00	0.00	- 0.01	
 2026.04.07 08:41:09	152000023388	EURUSD	sell	0.01	 1.15800			2026.04.07 13:18:02	 1.15850	0.00	0.00	- 0.01	
 2026.04.07 17:45:02	152000023695	EURUSD	buy	0.01	 1.15669			2026.04.07 17:53:31	 1.15719	0.00	0.00	 0.01	
 2026.04.07 23:48:31	152000023996	EURUSD	buy	0.01	 1.15534			2026.04.07 23:58:41	 1.15584	0.00	0.00	 0.01	
 2026.04.08 03:39:41	152000024189	EURUSD	buy	0.01	 1.15867			2026.04.08 08:35:23	 1.15817	0.00	0.00	- 0.01	
 2026.04.08 12:34:23	152000024483	EURUSD	buy	0.01	 1.15761			2026.04.08 12:50:07	 1.15811	0.00	0.00	 0.01	
 2026.04.08 15:57:07	152000024966	EURUSD	sell	0.01	 1.15470			2026.04.08 19:42:31	 1.15520	0.00	0.00	- 0.01	
 2026.04.08 23:03:31	152000025399	EURUSD	sell	0.01	 1.15781			2026.04.08 23:15:20	 1.15731	0.00	0.00	 0.01	
 2026.04.09 01:52:20	152000025621	EURUSD	sell	0.01	 1.15621			2026.04.09 05:28:13	 1.15671	0.00	0.00	- 0.01	
 2026.04.09 10:05:13	152000026113	EURUSD	buy	0.01	 1.15699			2026.04.09 10:29:20	 1.15749	0.00	0.00	 0.01	
 2026.04.09 13:51:20	152000026296	EURUSD	sell	0.01	 1.15778			2026.04.09 14:12:03	 1.15728	0.00	0.00	 0.01	
 2026.04.09 19:54:03	152000026588	EURUSD	buy	0.01	 1.15908			2026.04.09 20:07:21	 1.15958	0.00	0.00	 0.01	
 2026.04.10 01:42:21	152000027044	EURUSD	buy	0.01	 1.15243			2026.04.10 06:28:56	 1.15193	0.00	0.00	- 0.01	
 2026.04.10 12:11:56	152000027321	EURUSD	sell	0.01	 1.15783			2026.04.10 12:33:37	 1.15733	0.00	0.00	 0.01	
 2026.04.10 17:04:37	152000027636	EURUSD	buy	0.01	 1.15013			2026.04.10 17:21:13	 1.15063	0.00	0.00	 0.01	
 2026.04.10 22:40:13	152000027958	EURUSD	buy	0.01	 1.15707			2026.04.10 22:54:23	 1.15757	0.00	0.00	 0.01	
 2026.04.11 03:52:23	152000028296	EURUSD	sell	0.01	 1.15775			2026.04.11 07:41:00	 1.15825	0.00	0.00	- 0.01	
 2026.04.11 11:40:00	152000028440	EURUSD	sell	0.01	 1.15831			2026.04.11 15:38:01	 1.15881	0.00	0.00	- 0.01	
 2026.04.11 21:01:01	152000028712	EURUSD	buy	0.01	 1.15668			2026.04.12 01:24:39	 1.15618	0.00	0.00	- 0.01	
 2026.04.12 05:25:39	152000028986	EURUSD	buy	0.01	 1.15798			2026.04.12 05:41:57	 1.15848	0.00	0.00	 0.01	
 2026.04.12 08:30:57	152000029183	EURUSD	sell	0.01	 1.15517			2026.04.12 12:20:40	 1.15567	0.00	0.00	- 0.01	
 2026.04.12 15:56:40	152000029613	EURUSD	buy	0.01	 1.15691			2026.04.12 16:14:07	 1.15741	0.00	0.00	 0.01	
 2026.04.12 20:25:07	152000029837	EURUSD	sell	0.01	 1.15404			2026.04.12 20:34:42	 1.15354	0.00	0.00	 0.01	
 2026.04.13 00:51:42	152000030318	EURUSD	buy	0.01	 1.15426			2026.04.13 05:31:19	 1.15376	0.00	0.00	- 0.01	
 2026.04.13 09:40:19	152000030787	EURUSD	sell	0.01	 1.15231			2026.04.13 09:52:55	 1.15181	0.00	0.00	 0.01	
 2026.04.13 15:30:55	152000030997	EURUSD	sell	0.01	 1.15185			2026.04.13 15:55:05	 1.15135	0.00	0.00	 0.01	
 2026.04.13 21:26:05	152000031148	EURUSD	sell	0.01	 1.15597			2026.04.13 21:50:41	 1.15547	0.00	0.00	 0.01	
 2026.04.14 01:16:41	152000031312	EURUSD	buy	0.01	 1.15708			2026.04.14 01:27:45	 1.15758	0.00	0.00	 0.01	
 2026.04.14 04:46:45	152000031797	EURUSD	buy	0.01	 1.15638			2026.04.14 04:59:42	 1.15688	0.00	0.00	 0.01	
 2026.04.14 10:02:42	152000031991	EURUSD	buy	0.01	 1.15440			2026.04.14 10:15:33	 1.15490	0.00	0.00	 0.01	

Orders
 Open Time	Order	Symbol	Type	Volume	Price	S / L	T / P	Time	State		Comment		

Deals
 Time	Deal	Symbol	Type	Direction	Volume	Price	Order	Commission	Fee	Swap	Profit	Balance	Comment
