Positions
 Time	Position	Symbol	Type	Volume	Price	S / L	T / P	Time	Price	Commission	Swap	Profit	
 2026.04.04 07:15:49	152000005817	EURUSD	sell	0.03	 1.15530			2026.04.04 07:44:42	 1.15580	0.00	0.00	- 0.01	
 2026.04.04 08:13:42	152000005946	EURUSD	sell	0.03	 1.15308			2026.04.04 08:54:27	 1.15358	0.00	0.00	- 0.01	
 2026.04.04 09:19:27	152000006438	EURUSD	buy	0.02	 1.15761			2026.04.04 09:46:28	 1.15811	0.00	0.00	 0.01	
 2026.04.04 16:27:27	152000006848	EURUSD	buy	0.01	 1.15528			2026.04.04 17:10:36	 1.15578	0.00	0.00	 0.01	
 2026.04.04 21:20:27	152000007313	EURUSD	sell	0.01	 1.15690			2026.04.04 22:02:58	 1.15740	0.00	0.00	- 0.01	
 2026.04.05 03:36:27	152000007528	EURUSD	sell	0.01	 1.15121			2026.04.05 04:01:47	 1.15071	0.00	0.00	 0.01	
 2026.04.05 06:51:27	152000007664	EURUSD	buy	0.01	 1.15220			2026.04.05 07:22:03	 1.15270	0.00	0.00	 0.01	
 2026.04.05 10:26:27	152000007800	EURUSD	sell	0.01	 1.15860			2026.04.05 10:44:28	 1.15910	0.00	0.00	- 0.01	
 2026.04.05 12:01:28	152000008142	EURUSD	sell	0.02	 1.15571			2026.04.05 12:16:06	 1.15621	0.00	0.00	- 0.01	
 2026.04.05 13:23:06	152000008481	EURUSD	buy	0.02	 1.15424			2026.04.05 13:36:30	 1.15474	0.00	0.00	 0.01	
 2026.04.05 16:55:06	152000008787	EURUSD	sell	0.01	 1.15098			2026.04.05 17:28:40	 1.15148	0.00	0.00	- 0.01	
 2026.04.05 20:55:06	152000009103	EURUSD	buy	0.01	 1.15449			2026.04.05 21:13:48	 1.15399	0.00	0.00	- 0.01	
 2026.04.05 21:37:48	152000009479	EURUSD	sell	0.03	 1.15051			2026.04.05 22:17:57	 1.15001	0.00	0.00	 0.01	
 2026.04.06 01:29:48	152000009827	EURUSD	sell	0.01	 1.15166			2026.04.06 02:12:14	 1.15216	0.00	0.00	- 0.01	
 2026.04.06 05:04:48	152000010159	EURUSD	buy	0.01	 1.15390			2026.04.06 05:20:34	 1.15340	0.00	0.00	- 0.01	
 2026.04.06 06:46:34	152000010288	EURUSD	buy	0.03	 1.15218			2026.04.06 07:13:36	 1.15268	0.00	0.00	 0.01	
 2026.04.06 14:28:34	152000010632	EURUSD	buy	0.01	 1.15050			2026.04.06 14:40:42	 1.15000	0.00	0.00	- 0.01	
 2026.04.06 18:53:34	152000010767	EURUSD	sell	0.01	 1.15851			2026.04.06 19:05:33	 1.15901	0.00	0.00	- 0.01	
 2026.04.06 19:50:33	152000010887	EURUSD	sell	0.03	 1.15579			2026.04.06 20:33:31	 1.15629	0.00	0.00	- 0.01	
 2026.04.06 22:02:31	152000011147	EURUSD	buy	0.03	 1.15670			2026.04.06 22:23:35	 1.15620	0.00	0.00	- 0.01	
 2026.04.06 23:16:35	152000011565	EURUSD	sell	0.03	 1.15009			2026.04.06 23:59:06	 1.14959	0.00	0.00	 0.01	
 2026.04.07 03:12:35	152000011843	EURUSD	buy	0.01	 1.15265			2026.04.07 03:25:09	 1.15215	0.00	0.00	- 0.01	
 2026.04.07 09:26:35	152000012097	EURUSD	buy	0.01	 1.15543			2026.04.07 09:46:34	 1.15493	0.00	0.00	- 0.01	
 2026.04.07 17:01:35	152000012536	EURUSD	sell	0.01	 1.15299			2026.04.07 17:11:52	 1.15349	0.00	0.00	- 0.01	
 2026.04.07 22:21:35	152000012775	EURUSD	buy	0.01	 1.15553			2026.04.07 22:35:37	 1.15603	0.00	0.00	 0.01	
 2026.04.08 03:13:35	152000013010	EURUSD	buy	0.01	 1.15634			2026.04.08 03:48:42	 1.15684	0.00	0.00	 0.01	
 2026.04.08 08:26:35	152000013326	EURUSD	sell	0.01	 1.15092			2026.04.08 09:08:16	 1.15142	0.00	0.00	- 0.01	
 2026.04.08 10:05:16	152000013708	EURUSD	buy	0.03	 1.15741			2026.04.08 10:37:34	 1.15691	0.00	0.00	- 0.01	
 2026.04.08 11:06:34	152000013997	EURUSD	sell	0.02	 1.15546			2026.04.08 11:47:29	 1.15596	0.00	0.00	- 0.01	
 2026.04.08 12:18:29	152000014117	EURUSD	sell	0.02	 1.15972			2026.04.08 12:41:15	 1.16022	0.00	0.00	- 0.01	
 2026.04.08 13:27:15	152000014534	EURUSD	sell	0.03	 1.15875			2026.04.08 13:49:37	 1.15925	0.00	0.00	- 0.01	
 2026.04.08 18:33:15	152000014845	EURUSD	sell	0.01	 1.15811			2026.04.08 19:13:30	 1.15861	0.00	0.00	- 0.01	
 2026.04.09 00:28:15	152000015321	EURUSD	buy	0.01	 1.15670			2026.04.09 01:05:38	 1.15720	0.00	0.00	 0.01	
 2026.04.09 05:49:15	152000015440	EURUSD	sell	0.01	 1.15383			2026.04.09 06:04:49	 1.15433	0.00	0.00	- 0.01	
 2026.04.09 07:17:49	152000015877	EURUSD	sell	0.03	 1.15223			2026.04.09 07:56:32	 1.15273	0.00	0.00	- 0.01	
 2026.04.09 08:19:32	152000016251	EURUSD	sell	0.03	 1.15400			2026.04.09 08:39:18	 1.15350	0.00	0.00	 0.01	
 2026.04.09 11:38:32	152000016486	EURUSD	sell	0.01	 1.15179			2026.04.09 11:52:34	 1.15129	0.00	0.00	 0.01	

Orders
 Open Time	Order	Symbol	Type	Volume	Price	S / L	T / P	Time	State		Comment		

Deals
 Time	Deal	Symbol	Type	Direction	Volume	Price	Order	Commission	Fee	Swap	Profit	Balance	Comment
