Positions
 Time	Position	Symbol	Type	Volume	Price	S / L	T / P	Time	Price	Commission	Swap	Profit	
 2026.04.16 15:10:00	152000041527	EURUSD	buy	0.01	 1.15683			2026.04.16 16:12:39	 1.15733	0.00	0.00	 0.01	
 2026.04.16 15:14:00	152000041865	EURUSD	buy	0.01	 1.15009			2026.04.16 15:51:46	 1.14959	0.00	0.00	- 0.01	
 2026.04.17 10:29:00	152000042403	EURUSD	buy	0.01	 1.15483			2026.04.17 11:02:56	 1.15433	0.00	0.00	- 0.01	
 2026.04.17 12:10:00	152000042182	EURUSD	sell	0.01	 1.15299			2026.04.17 13:36:09	 1.15249	0.00	0.00	 0.01	
 2026.04.17 17:00:00	152000043115	EURUSD	sell	0.01	 1.15049			2026.04.17 18:08:00	 1.15099	0.00	0.00	- 0.01	
 2026.04.17 18:36:00	152000042705	EURUSD	buy	0.01	 1.15830			2026.04.17 19:44:56	 1.15880	0.00	0.00	 0.01	
 2026.04.18 10:43:00	152000043681	EURUSD	sell	0.01	 1.15137			2026.04.18 11:56:43	 1.15187	0.00	0.00	- 0.01	
 2026.04.18 10:49:00	152000043532	EURUSD	buy	0.01	 1.15637			2026.04.18 11:51:29	 1.15587	0.00	0.00	- 0.01	
 2026.04.18 17:50:00	152000043932	EURUSD	sell	0.01	 1.15090			2026.04.18 18:50:34	 1.15140	0.00	0.00	- 0.01	
 2026.04.19 10:53:00	152000044539	EURUSD	sell	0.01	 1.15967			2026.04.19 12:16:59	 1.15917	0.00	0.00	 0.01	
 2026.04.19 11:11:00	152000044288	EURUSD	sell	0.01	 1.15366			2026.04.19 12:26:03	 1.15316	0.00	0.00	 0.01	
 2026.04.19 14:29:00	152000045009	EURUSD	sell	0.01	 1.15860			2026.04.19 14:58:51	 1.15910	0.00	0.00	- 0.01	
 2026.04.19 19:54:00	152000045383	EURUSD	sell	0.01	 1.15014			2026.04.19 20:39:36	 1.15064	0.00	0.00	- 0.01	
 2026.04.22 11:23:00	152000045673	EURUSD	sell	0.01	 1.15822			2026.04.22 12:30:03	 1.15872	0.00	0.00	- 0.01	
 2026.04.22 16:30:00	152000045886	EURUSD	sell	0.01	 1.15915			2026.04.22 17:51:53	 1.15865	0.00	0.00	 0.01	
 2026.04.23 11:58:00	152000046005	EURUSD	buy	0.01	 1.15045			2026.04.23 13:03:26	 1.14995	0.00	0.00	- 0.01	
 2026.04.23 19:37:00	152000046798	EURUSD	buy	0.01	 1.15099			2026.04.23 20:07:48	 1.15049	0.00	0.00	- 0.01	
 2026.04.23 20:07:00	152000046448	EURUSD	buy	0.01	 1.15454			2026.04.23 21:29:06	 1.15504	0.00	0.00	 0.01	
 2026.04.24 08:43:00	152000047324	EURUSD	sell	0.01	 1.15061			2026.04.24 10:06:07	 1.15011	0.00	0.00	 0.01	
 2026.04.24 10:02:00	152000047083	EURUSD	buy	0.01	 1.15236			2026.04.24 10:37:12	 1.15186	0.00	0.00	- 0.01	

Orders
 Open Time	Order	Symbol	Type	Volume	Price	S / L	T / P	Time	State		Comment		

Deals
 Time	Deal	Symbol	Type	Direction	Volume	Price	Order	Commission	Fee	Swap	Profit	Balance	Comment
